test test_mnnvlink_hybridep, host: ptyche0055.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0069.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0068.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0072.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0060.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0070.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0063.ptyche.clusters.nvidia.com
test test_mnnvlink_hybridep, host: ptyche0071.ptyche.clusters.nvidia.com
[W923 06:28:57.835422690 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.835544930 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.835669506 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.852313163 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.852435851 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.852561163 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.860334767 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.860462799 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.860581839 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.866505298 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.866625490 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.866739187 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.874966967 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.875097719 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.875218359 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.877118232 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.877247928 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.877367864 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.879758041 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.879885945 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.880008121 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.887784029 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.887909309 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
[W923 06:28:57.888034910 socket.cpp:755] [c10d] The client socket has failed to connect to [ptyche0055.ptyche.clusters.nvidia.com]:53503 (errno: 22 - Invalid argument).
test test_mnnvlink_hybridep, host: ptyche0064.ptyche.clusters.nvidia.com
[rank 2] HybridEP dispatch torch API (FP8): 372.08 GB/s (NVL), t: 617.21 us, nvl_recv_bytes: 229.65 MB
[rank 3] HybridEP dispatch torch API (FP8): 363.87 GB/s (NVL), t: 617.24 us, nvl_recv_bytes: 224.60 MB
Correctness check passed
[rank 0] HybridEP dispatch torch API (FP8): 346.77 GB/s (NVL), t: 617.75 us, nvl_recv_bytes: 214.22 MB
[rank 12] HybridEP dispatch torch API (FP8): 355.25 GB/s (NVL), t: 617.25 us, nvl_recv_bytes: 219.28 MB
[rank 25] HybridEP dispatch torch API (FP8): 353.99 GB/s (NVL), t: 617.18 us, nvl_recv_bytes: 218.48 MB
[rank 24] HybridEP dispatch torch API (FP8): 350.51 GB/s (NVL), t: 617.24 us, nvl_recv_bytes: 216.35 MB
[rank 27] HybridEP dispatch torch API (FP8): 360.07 GB/s (NVL), t: 617.85 us, nvl_recv_bytes: 222.47 MB
[rank 34] HybridEP dispatch torch API (FP8): 362.12 GB/s (NVL), t: 617.30 us, nvl_recv_bytes: 223.53 MB
[rank 33] HybridEP dispatch torch API (FP8): 367.03 GB/s (NVL), t: 617.74 us, nvl_recv_bytes: 226.73 MB
[rank 32] HybridEP dispatch torch API (FP8): 348.52 GB/s (NVL), t: 617.71 us, nvl_recv_bytes: 215.28 MB
[rank 30] HybridEP dispatch torch API (FP8): 350.07 GB/s (NVL), t: 617.26 us, nvl_recv_bytes: 216.08 MB
[rank 29] HybridEP dispatch torch API (FP8): 354.17 GB/s (NVL), t: 617.63 us, nvl_recv_bytes: 218.74 MB
[rank 31] HybridEP dispatch torch API (FP8): 361.29 GB/s (NVL), t: 617.25 us, nvl_recv_bytes: 223.00 MB
[rank 4] HybridEP dispatch torch API (FP8): 358.36 GB/s (NVL), t: 617.84 us, nvl_recv_bytes: 221.41 MB
[rank 5] HybridEP dispatch torch API (FP8): 362.68 GB/s (NVL), t: 617.80 us, nvl_recv_bytes: 224.07 MB
[rank 8] HybridEP dispatch torch API (FP8): 378.67 GB/s (NVL), t: 617.73 us, nvl_recv_bytes: 233.91 MB
[rank 11] HybridEP dispatch torch API (FP8): 373.84 GB/s (NVL), t: 617.16 us, nvl_recv_bytes: 230.72 MB
[rank 9] HybridEP dispatch torch API (FP8): 383.40 GB/s (NVL), t: 617.74 us, nvl_recv_bytes: 236.84 MB
[rank 17] HybridEP dispatch torch API (FP8): 363.96 GB/s (NVL), t: 617.82 us, nvl_recv_bytes: 224.86 MB
[rank 22] HybridEP dispatch torch API (FP8): 359.29 GB/s (NVL), t: 617.71 us, nvl_recv_bytes: 221.94 MB
[rank 21] HybridEP dispatch torch API (FP8): 377.21 GB/s (NVL), t: 617.29 us, nvl_recv_bytes: 232.85 MB
[rank 23] HybridEP dispatch torch API (FP8): 372.55 GB/s (NVL), t: 617.86 us, nvl_recv_bytes: 230.19 MB
[rank 1] HybridEP dispatch torch API (FP8): 357.53 GB/s (NVL), t: 617.77 us, nvl_recv_bytes: 220.87 MB
[rank 26] HybridEP dispatch torch API (FP8): 348.49 GB/s (NVL), t: 617.76 us, nvl_recv_bytes: 215.28 MB
[rank 35] HybridEP dispatch torch API (FP8): 363.41 GB/s (NVL), t: 617.29 us, nvl_recv_bytes: 224.33 MB
[rank 20] HybridEP dispatch torch API (FP8): 351.78 GB/s (NVL), t: 617.28 us, nvl_recv_bytes: 217.15 MB
[rank 28] HybridEP dispatch torch API (FP8): 363.08 GB/s (NVL), t: 617.86 us, nvl_recv_bytes: 224.33 MB
[rank 7] HybridEP dispatch torch API (FP8): 353.45 GB/s (NVL), t: 617.37 us, nvl_recv_bytes: 218.21 MB
[rank 6] HybridEP dispatch torch API (FP8): 373.34 GB/s (NVL), t: 617.28 us, nvl_recv_bytes: 230.45 MB
[rank 14] HybridEP dispatch torch API (FP8): 348.09 GB/s (NVL), t: 617.71 us, nvl_recv_bytes: 215.02 MB
[rank 15] HybridEP dispatch torch API (FP8): 352.13 GB/s (NVL), t: 616.67 us, nvl_recv_bytes: 217.15 MB
[rank 13] HybridEP dispatch torch API (FP8): 390.11 GB/s (NVL), t: 616.66 us, nvl_recv_bytes: 240.57 MB
[rank 16] HybridEP dispatch torch API (FP8): 363.58 GB/s (NVL), t: 617.74 us, nvl_recv_bytes: 224.60 MB
[rank 18] HybridEP dispatch torch API (FP8): 340.17 GB/s (NVL), t: 617.22 us, nvl_recv_bytes: 209.96 MB
[rank 19] HybridEP dispatch torch API (FP8): 347.00 GB/s (NVL), t: 617.36 us, nvl_recv_bytes: 214.22 MB
[rank 10] HybridEP dispatch torch API (FP8): 372.95 GB/s (NVL), t: 617.20 us, nvl_recv_bytes: 230.19 MB
